full_address,lon,lat,school_code,district_name,school_name,grade,spg_score,crime_per_c_num,szip_ad,school_type_txt,calendar_only_txt,student_num,class_teach_num,calc_student_teach_ratio,state+ppe,federal_ppe,local_ppe,total_ppe
"390 Eastern Randolph Rd, Ramseur, NC, 27316",-79.6192505,35.7582403,760318,Randolph County Schools,Eastern Randolph High,C,56,2.06,27316,Regular School,Traditional Calendar,777,51,15.23529412,5756.15,1039.15,1371.15,8166.45
"3900 Stallings Road, Harrisburg, NC, 28075",-80.6408219,35.3188732,130312,Cabarrus County Schools,Harrisburg Elementary,B,83,0,28075,Regular School,Traditional Calendar,991,58,17.0862069,5218.56,638.81,2168.65,8026.02
"3901 Fayetteville Rd, Lumberton, NC, 28358",-78.9977661,34.6470078,780342,Robeson County Schools,Lumberton Senior High,D,53,3.54,28358,Regular School,Traditional Calendar,2033,133,15.28571429,6490.65,1703.87,748.37,8942.89
"3901 Section House Road, Hickory, NC, 28601",-81.2509692,35.7392528,180388,Catawba County Schools,Webb A Murray Elementary,C,67,0.51,28601,Regular School,Traditional Calendar,395,31,12.74193548,5512.8,969.77,1844.1,8326.67
"3910 Sudbury Rd, Charlotte, NC, 28205",-80.7600401,35.2231614,600587,Charlotte-Mecklenburg Schools,Windsor Park Elementary,C,59,0,28205,Regular School,Traditional Calendar,788,59,13.3559322,5227.1,942.34,2352.27,8521.71
"3911 Naco Rd, Greensboro, NC, 27401",-79.7384171,36.0814709,410402,Guilford County Schools,Otis L Hairston Sr Middle,F,38,3.33,27401,Magnet School,Traditional Calendar,660,49,13.46938776,5453.57,1087.81,2785.51,9326.89
"3914 Grimmersburg Street, Farmville, NC, 27828",-77.5732292,35.5936426,740340,Pitt County Schools,Farmville Middle,C,57,0.62,27828,Regular School,Traditional Calendar,642,40,16.05,5616.83,1125.24,1932.31,8674.38
"3921 Roger Haynes Dr, Castle Hayne, NC, 28429",-77.8902807,34.3522209,650343,New Hanover County Schools,Holly Shelter Middle,C,66,0.89,28429,Regular School,Traditional Calendar,675,50,13.5,5458.65,886.16,2834.7,9179.51
"3925 Barwell Road, Raleigh, NC, 27610",-78.5550498,35.7326633,920329,Wake County Schools,Barwell Road Elementary,D,52,0.6,27610,Regular School,Year-Round Calendar,832,62,13.41935484,5349.09,659.07,2528.16,8536.32
"3925 Roger Haynes Drive, Castle Hayne, NC, 28429",-77.8916043,34.3511336,650309,New Hanover County Schools,Castle Hayne Elementary,B,72,0,28429,Regular School,Traditional Calendar,598,38,15.73684211,5458.65,886.16,2834.7,9179.51
"3927 Twelve Mile Creek Road, Matthews, NC, 28104",-80.7253223,35.0069312,900376,Union County Public Schools,Weddington Elementary,A,94,0,28104,Regular School,Traditional Calendar,758,43,17.62790698,5200.55,578.12,2335.55,8114.22
"3930 Reynolda Road, Winston Salem, NC, 27106",-80.332389,36.164581,340476,Forsyth County Schools,Old Town Elementary,D,49,0.16,27106,Regular School,Traditional Calendar,608,53,11.47169811,5616.37,1080.06,2335.59,9032.02
"3931 Naco Road, Greensboro, NC, 27401",-79.735904,36.0813949,410366,Guilford County Schools,Waldo C Falkener Sr Elementary,D,44,0.18,27401,Magnet School,Traditional Calendar,546,42,13,5453.57,1087.81,2785.51,9326.89
"3939 Abilene Rd, Concord, NC, 28025",-80.513661,35.362707,130304,Cabarrus County Schools,A T Allen Elementary,C,67,0,28025,Regular School,Traditional Calendar,891,59,15.10169492,5218.56,638.81,2168.65,8026.02
"394 North NC Highway 111, Beulaville, NC, 28518",-77.7831902,34.9408843,310344,Duplin County Schools,East Duplin High,C,59,1.53,28518,Regular School,Traditional Calendar,981,57,17.21052632,6345.98,1233.78,1377.45,8957.21
"395 Burnsville School Road, Burnsville, NC, 28714",-82.2594893,35.9174639,995312,Yancey County Schools,Burnsville Elementary,C,66,0,28714,Regular School,Traditional Calendar,374,25,14.96,7230.17,1297.05,2203,10730.22
"3950 West Franklin Boulevard, Gastonia, NC, 28052",-81.2595319,35.258803,360392,Gaston County Schools,Edward D Sadler Jr Elementary School,F,39,0,28052,Regular School,Traditional Calendar,488,34,14.35294118,5402.62,971.33,1724.46,8098.41
"3954 N NC Hwy 109, Thomasville, NC, 27360",-80.119688,35.947862,290334,Davidson County Schools,Ledford Middle,C,63,1.77,27360,Regular School,Traditional Calendar,679,43,15.79069767,5611.71,782.5,1626.28,8020.49
"3970 Mebane Rogers Road, Mebane, NC, 27302",-79.3038212,36.1151783,10406,Alamance-Burlington Schools,Woodlawn Middle,B,71,0.54,27302,Regular School,Traditional Calendar,552,37,14.91891892,5529.5,1155.92,1832.54,8517.96
"3976 NC 231, Zebulon, NC, 27597",-78.2972916,35.733278,510332,Johnston County Schools,Corinth-Holders Elementary,C,65,0,27597,Regular School,Traditional Calendar,559,41,13.63414634,5602.21,791.56,1775.07,8168.84
"398 Owen Rd, Lexington, NC, 27292",-80.272148,35.66423,290307,Davidson County Schools,Southmont Elementary,C,64,0,27292,Regular School,Traditional Calendar,364,24,15.16666667,5611.71,782.5,1626.28,8020.49
"3980 King Wilkinson Road, Lincolnton, NC, 28092",-81.1353201,35.5176518,550349,Lincoln County Schools,Pumpkin Center Intermediate,C,69,0.29,28092,Regular School,Traditional Calendar,346,24,14.41666667,5501.99,880.28,1777.78,8160.05
"399 Greenville Hwy, Brevard, NC, 28712",-82.7238423,35.2249426,880304,Transylvania County Schools,Brevard Elementary,C,69,0,28712,Regular School,Traditional Calendar,534,41,13.02439024,5944.6,1225.48,3321.62,10491.7
"3994 Grimmersburg Street, Farmville, NC, 27828",-77.5756502,35.594964,740386,Pitt County Schools,Sam D Bundy Elementary,C,63,0,27828,Regular School,Traditional Calendar,394,25,15.76,5616.83,1125.24,1932.31,8674.38
"40 Preston Lane, East Flat Rock, NC, 28726",-82.42894,35.2710646,450336,Henderson County Schools,Hillandale Elementary,B,73,0,28726,Regular School,Traditional Calendar,584,37,15.78378378,5652.12,1041.44,1867.73,8561.29
"40 Stallion Drive, Tabor City, NC, 28463",-78.8148341,34.1729951,240371,Columbus County Schools,South Columbus High,C,60,0,28463,Regular School,Traditional Calendar,758,44,17.22727273,6637.46,1705.1,1156.11,9498.67
"400 Balfour Dr, Archdale, NC, 27263",-79.9634223,35.9012214,760368,Randolph County Schools,Trindale Elementary,B,71,0,27263,Regular School,Traditional Calendar,275,23,11.95652174,5756.15,1039.15,1371.15,8166.45
"400 Barbour Road, Morehead City, NC, 28557",-76.7412361,34.7327334,160318,Carteret County Public Schools,Morehead City Middle,B,70,0.41,28557,Regular School,Traditional Calendar,490,39,12.56410256,5589.94,837.39,2875.09,9302.42
"400 Broughton Street, Gaston, NC, 27832",-77.6512038,36.507984,660320,Northampton County Schools,Gaston Elementary,F,39,0,27832,Regular School,Traditional Calendar,288,24,12,8969.28,1997,1687.78,12654.06
"400 Broughton Street, Gaston, NC, 27832",-77.6512038,36.507984,660325,Northampton County Schools,Gaston Middle,F,38,0,27832,Regular School,Traditional Calendar,163,11,14.81818182,8969.28,1997,1687.78,12654.06
"400 Broughton Street, Gaston, NC, 27832",-77.6512038,36.507984,660320,Northampton County Schools,Gaston Elementary,F,39,0,27832,Regular School,Traditional Calendar,288,24,12,8969.28,1997,1687.78,12654.06
"400 Broughton Street, Gaston, NC, 27832",-77.6512038,36.507984,660325,Northampton County Schools,Gaston Middle,F,38,0,27832,Regular School,Traditional Calendar,163,11,14.81818182,8969.28,1997,1687.78,12654.06
"400 E Elementary Rd, Statesville, NC, 28625",-80.8374036,35.8040588,490326,Iredell-Statesville Schools,East Iredell Elementary,C,55,0,28625,Regular School,Traditional Calendar,862,51,16.90196078,5234.47,923.73,1816.63,7974.83
"400 East Main Street, Conway, NC, 27820",-77.2238834,36.4383739,660308,Northampton County Schools,Conway Middle,F,35,0.53,27820,Regular School,Traditional Calendar,376,25,15.04,8969.28,1997,1687.78,12654.06
"400 East Moore Street, Apex, NC, 27502",-78.8478727,35.7260313,920312,Wake County Schools,Apex Middle,B,84,0.31,27502,Regular School,Traditional Calendar,1284,70,18.34285714,5349.09,659.07,2528.16,8536.32
"400 Fisher Rd, Brevard, NC, 28712",-82.7288571,35.24595,880312,Transylvania County Schools,Brevard Middle,C,68,0,28712,Regular School,Traditional Calendar,500,45,11.11111111,5944.6,1225.48,3321.62,10491.7
"400 Foxhall Road, Fayetteville, NC, 28303",-78.9268815,35.0569383,260448,Cumberland County Schools,Vanstory Hills Elementary,B,77,0.2,28303,Regular School,Traditional Calendar,511,31,16.48387097,5413.29,1180.42,1671.5,8265.21
"400 Hope Lodge Street, Tarboro, NC, 27886",-77.5513591,35.9110177,330354,Edgecombe County Public School,Stocks Elementary,F,33,0.4,27886,Regular School,Traditional Calendar,503,33,15.24242424,6571.37,1622.02,1127.51,9320.9
"400 Hunter St, Apex, NC, 27502",-78.8541275,35.7369998,920328,Wake County Schools,Baucom Elementary,B,77,0,27502,Regular School,Traditional Calendar,743,49,15.16326531,5349.09,659.07,2528.16,8536.32
"400 Kildaire Farm Road, Cary, NC, 27511",-78.7813675,35.7816181,920364,Wake County Schools,Cary Elementary,B,75,0,27511,Regular School,Traditional Calendar,557,42,13.26190476,5349.09,659.07,2528.16,8536.32
"400 Monroe Ave, Hamlet, NC, 28345",-79.6981424,34.8965213,770346,Richmond County Schools,Monroe Avenue Elementary,D,53,0,28345,Regular School,Traditional Calendar,431,31,13.90322581,6458.78,1413.7,1287.91,9160.39
"400 North Green Street, Parkton, NC, 28371",-79.0068072,34.9038827,780360,Robeson County Schools,Parkton Elementary,D,53,0.17,28371,Regular School,Traditional Calendar,599,34,17.61764706,6490.65,1703.87,748.37,8942.89
"400 North Wright Street, Burgaw, NC, 28425",-77.928072,34.556515,710312,Pender County Schools,Burgaw Elementary,C,63,0,28425,Regular School,Traditional Calendar,512,34,15.05882353,5654.16,947.06,1916.08,8517.3
"400 Northwest Elementary Road, Lexington, NC, 27295",-80.3021374,35.9417086,290306,Davidson County Schools,Northwest Elementary,C,69,0,27295,Regular School,Traditional Calendar,492,25,19.68,5611.71,782.5,1626.28,8020.49
"400 Old Seven Springs Rd, Mount Olive, NC, 28365",-78.0528371,35.2005956,960316,Wayne County Public Schools,Carver Elementary,D,54,0,28365,Regular School,Traditional Calendar,567,39,14.53846154,6171.58,1200.4,1188.1,8560.08
"400 Peyton St, Raleigh, NC, 27610",-78.6056869,35.7738095,920532,Wake County Schools,Poe Elementary,D,54,0,27610,Magnet School,Traditional Calendar,334,34,9.823529412,5349.09,659.07,2528.16,8536.32
"400 Ross St, Asheboro, NC, 27203",-79.818051,35.713521,761320,Asheboro City Schools,Charles W McCrary Elementary,C,55,0,27203,Regular School,Traditional Calendar,402,33,12.18181818,5866.05,1170.58,1830.21,8866.84
"400 Shelton St, Carrboro, NC, 27510",-79.0781938,35.9143499,681304,Chapel Hill-Carrboro Schools,Carrboro Elementary,B,75,0.2,27510,Regular School,Traditional Calendar,499,39,12.79487179,5249.49,535.23,5879.17,11663.89
"400 Slatestone Road, Washington, NC, 27889",-77.0151413,35.5573276,70342,Beaufort County Schools,Washington High,D,52,1.12,27889,Regular School,Traditional Calendar,978,64,15.28125,6029.27,1104.29,2425.54,9559.1
"400 South 4th St, Carolina Beach, NC, 28428",-77.9000797,34.0310777,650308,New Hanover County Schools,Carolina Beach Elementary,B,76,0,28428,Regular School,Traditional Calendar,469,27,17.37037037,5458.65,886.16,2834.7,9179.51
"400 South Main St, Norwood, NC, 28128",-80.1160979,35.22115,840336,Stanly County Schools,Norwood Elementary,C,59,0.28,28128,Regular School,Traditional Calendar,360,25,14.4,6061.38,879.35,1395.28,8336.01
"400 Spruce Street, Greenville, NC, 27834",-77.3840456,35.6087744,740378,Pitt County Schools,Vidant Health/ Sadie Saulter,F,8,7.69,27834,Hospital School,,39,49,0.795918367,5616.83,1125.24,1932.31,8674.38
"400 Unity Street, Thomasville, NC, 27360",-80.0787454,35.8994555,292320,Thomasville City Schools,Thomasville Middle,D,50,0.8,27360,Regular School,Traditional Calendar,498,37,13.45945946,6040.59,2078.14,2090.95,10209.68
"400 W Atkins Street, Dobson, NC, 27017",-80.726201,36.394853,860312,Surry County Schools,Dobson Elementary,B,74,0,27017,Regular School,Traditional Calendar,384,25,15.36,6238.47,1106.27,1496.4,8841.14
"400 W Club Boulevard, Durham, NC, 27704",-78.8971466,36.0191768,320318,Durham Public Schools,Club Boulevard Elementary,C,55,0,27704,Magnet School,Traditional Calendar,492,34,14.47058824,5829.04,1126.43,3601.48,10556.95
"400 West 29th Street, Lumberton, NC, 28358",-79.0125546,34.6386469,780407,Robeson County Schools,Tanglewood Elementary,B,76,0,28358,Regular School,Traditional Calendar,450,25,18,6490.65,1703.87,748.37,8942.89
"4000 Applegate Rd, Charlotte, NC, 28209",-80.871415,35.184805,600344,Charlotte-Mecklenburg Schools,Collinswood Language Academy,B,73,0.66,28209,Magnet School,Traditional Calendar,756,49,15.42857143,5227.1,942.34,2352.27,8521.71
"4000 Deep River Rd, Sanford, NC, 27330",-79.1460092,35.5910524,530312,Lee County Schools,Deep River Elementary,C,64,0.16,27330,Regular School,Traditional Calendar,628,40,15.7,5638.31,997.68,2040.07,8676.06
"4000 Gallant Ln, Charlotte, NC, 28273",-80.9558365,35.1534655,600434,Charlotte-Mecklenburg Schools,Kennedy Middle,C,59,1.43,28273,Regular School,Traditional Calendar,768,47,16.34042553,5227.1,942.34,2352.27,8521.71
"4000 Jefferson School Lane, Winston-Salem, NC, 27106",-80.348078,36.125107,340403,Forsyth County Schools,Jefferson Elementary,B,83,0.74,27106,Regular School,Traditional Calendar,539,32,16.84375,5616.37,1080.06,2335.59,9032.02
"401 American Thread Road, Marion, NC, 28752",-82.0330832,35.788073,590336,McDowell County Schools,North Cove Elementary,C,64,0,28752,Regular School,Traditional Calendar,232,19,12.21052632,6389.11,1512.02,1644.92,9546.05
"401 Avery County High School Road, Newland, NC, 28657",-81.91897,36.0692387,60302,Avery County Schools,Avery County High,C,67,0.25,28657,Regular School,Traditional Calendar,398,27,14.74074074,7476.4,1253.12,2810.52,11540.04
"401 East Joyner Street, Gibsonville, NC, 27249",-79.5429419,36.1087372,410382,Guilford County Schools,Gibsonville Elementary,C,61,0.43,27249,Regular School,Traditional Calendar,463,28,16.53571429,5453.57,1087.81,2785.51,9326.89
"401 Holly Springs Road, Holly Springs, NC, 27540",-78.8281484,35.6559798,920447,Wake County Schools,Holly Springs Elementary,B,84,0.09,27540,Regular School,Year-Round Calendar,1150,73,15.75342466,5349.09,659.07,2528.16,8536.32
"401 Liberty Drive, Thomasville, NC, 27360",-80.064539,35.878658,292316,Thomasville City Schools,Liberty Drive Elementary,D,53,1.66,27360,Regular School,Traditional Calendar,361,26,13.88461538,6040.59,2078.14,2090.95,10209.68
"401 McLean Street, Spring Hope, NC, 27882",-78.1092821,35.9513231,640376,Nash-Rocky Mount Schools,Spring Hope Elementary,D,52,0.8,27882,Regular School,Traditional Calendar,499,31,16.09677419,5964.99,1270.05,1721.59,8956.63
"401 Meadowlark Drive, Winston-Salem, NC, 27106",-80.3645828,36.099981,340440,Forsyth County Schools,Meadowlark Elementary,A,85,0,27106,Regular School,Traditional Calendar,791,47,16.82978723,5616.37,1080.06,2335.59,9032.02
"401 New Bridge Street, Jacksonville, NC, 28540",-77.426257,34.751447,670331,Onslow County Schools,New Bridge Middle,C,68,0,28540,Magnet School,Traditional Calendar,502,33,15.21212121,5247.34,697.11,2055.04,7999.49
"401 North Duke Street, Durham, NC, 27701",-78.907228,36.002815,320323,Durham Public Schools,Durham School of the Arts,B,82,0.43,27701,Magnet School,Traditional Calendar,1619,109,14.85321101,5829.04,1126.43,3601.48,10556.95
"401 S 10th St, Wilmington, NC, 28401",-77.934147,34.2311,650392,New Hanover County Schools,Williston Middle,D,49,0.71,28401,Regular School,Traditional Calendar,709,58,12.22413793,5458.65,886.16,2834.7,9179.51
"4011 NC 56 Hwy East, Louisburg, NC, 27549",-78.168215,36.094371,350316,Franklin County Schools,Edward Best Elementary,B,73,0.39,27549,Regular School,Traditional Calendar,509,35,14.54285714,6261.15,1010.64,1933.55,9205.34
"4016 US Hwy 221-A, Cliffside, NC, 28024",-81.7675179,35.2472967,810328,Rutherford County Schools,Cliffside Elementary School,B,72,1.58,28024,Regular School,Traditional Calendar,316,21,15.04761905,6406.89,1137.45,1703.63,9247.97
"4019 Holt School Road, Durham, NC, 27704",-78.9074309,36.0564469,320328,Durham Public Schools,Holt Elementary,D,54,0,27704,Regular School,Year-Round Calendar,653,53,12.32075472,5829.04,1126.43,3601.48,10556.95
"401East First Street, Cherryville, NC, 28021",-81.3754639,35.382517,360339,Gaston County Schools,W B Beam Intermediate School,C,56,0,28021,Regular School,Traditional Calendar,193,10,19.3,5402.62,971.33,1724.46,8098.41
"402 Iona St, Fairmont, NC, 28340",-79.1174051,34.4970867,780326,Robeson County Schools,Fairmont Middle,D,43,0,28340,Regular School,Traditional Calendar,359,26,13.80769231,6490.65,1703.87,748.37,8942.89
"402 Laurel Street, Greensboro, NC, 27411",-79.772595,36.0786274,410569,Guilford County Schools,STEM Early College @ NC A&T SU,A,96,0,27411,Regular School,Year-Round Calendar,190,10,19,5453.57,1087.81,2785.51,9326.89
"402 North Nash Street, Hillsborough, NC, 27278",-79.1103686,36.0809149,680329,Orange County Schools,Hillsborough Elementary,B,74,0,27278,Regular School,Year-Round Calendar,464,34,13.64705882,5645.51,668.18,4025.31,10339
"402 W Railroad St, La Grange, NC, 28551",-77.7967569,35.3112456,540316,Lenoir County Public Schools,La Grange Elementary,C,58,0.54,28551,Regular School,Traditional Calendar,560,36,15.55555556,6284.38,1283.83,1373.47,8941.68
"40206 US Hwy 52 N, New London, NC, 28127",-80.2110206,35.4267743,840332,Stanly County Schools,North Stanly High,C,56,3.13,28127,Regular School,Traditional Calendar,607,42,14.45238095,6061.38,879.35,1395.28,8336.01
"4024 Missouri Road, Maxton, NC, 28364",-79.2324041,34.7326052,780384,Robeson County Schools,Prospect Elementary,D,48,0.64,28364,Regular School,Traditional Calendar,932,54,17.25925926,6490.65,1703.87,748.37,8942.89
"4028 Highway 42 West, Wilson, NC, 27893",-77.9812011,35.7233811,980344,Wilson County Schools,John W Jones Elementary,D,50,0,27893,Regular School,Traditional Calendar,626,42,14.9047619,5699.78,1155.97,1659.9,8515.65
"4036 Business Hwy 17-E, Bolivia, NC, 28422",-78.1446849,34.070355,100304,Brunswick County Schools,Bolivia Elementary,C,57,0,28422,Regular School,Traditional Calendar,466,29,16.06896552,5565.48,1091,2667.56,9324.04
"404 College Drive, Sylva, NC, 28779",-83.2071039,35.3486925,500323,Jackson County Schools,Jackson Co Early College,A,86,0,28779,Regular School,Traditional Calendar,142,4,35.5,6258.77,1084.6,2178.4,9521.77
"404 E. College Street, Salemburg, NC, 28385",-78.4976263,35.01397,820376,Sampson County Schools,Salemburg Elementary,C,64,0,28385,Regular School,Traditional Calendar,505,33,15.3030303,6364.61,1226.2,1263.02,8853.83
"404 Mabel School Road, Zionville, NC, 28698",-81.745322,36.321716,950324,Watauga County Schools,Mabel Elementary,C,66,0,28698,Regular School,Traditional Calendar,185,20,9.25,5987.48,751.97,3291.85,10031.3
